A.02. Código del centro educativo según último acuerdo de acreditación:,TOTAL HOMICIDIOS DEPARTAMENTALES,PORCENTAJE DE HOMICIDIOS A BASE DE POBLACION DEPARTAMENTAL,TOTAL HOMICIDIOS MUNICIPALES,PORCENTAJE DE HOMICIDIOS A BASE DE POBLACION MUNICIPAL
13145,94,0.0005,8,0.0005
13148,94,0.0005,8,0.0005
13156,94,0.0005,8,0.0005
13157,94,0.0005,8,0.0005
13158,94,0.0005,8,0.0005
13160,94,0.0005,8,0.0005
13161,94,0.0005,8,0.0005
13162,94,0.0005,14,0.0012
13166,94,0.0005,14,0.0012
13170,94,0.0005,14,0.0012
13171,94,0.0005,1,0.0002
13172,94,0.0005,1,0.0002
13173,94,0.0005,1,0.0002
13175,94,0.0005,1,0.0002
13177,94,0.0005,2,0.0002
13178,94,0.0005,2,0.0002
13179,94,0.0005,2,0.0002
13180,94,0.0005,2,0.0002
13181,94,0.0005,2,0.0002
13182,94,0.0005,2,0.0002
13183,94,0.0005,2,0.0002
13184,94,0.0005,2,0.0002
13185,94,0.0005,2,0.0002
13186,94,0.0005,2,0.0002
13187,94,0.0005,2,0.0002
13188,94,0.0005,2,0.0002
13189,94,0.0005,2,0.0002
13190,94,0.0005,0,0.0000
13191,94,0.0005,0,0.0000
13192,94,0.0005,1,0.0002
13193,94,0.0005,1,0.0002
13196,94,0.0005,20,0.0014
13198,94,0.0005,20,0.0014
13199,94,0.0005,20,0.0014
13200,94,0.0005,20,0.0014
13201,94,0.0005,0,0.0000
13202,94,0.0005,0,0.0000
13203,94,0.0005,2,0.0007
13205,94,0.0005,2,0.0007
13206,94,0.0005,0,0.0000
13207,982,0.0006,34,0.0007
13208,94,0.0005,0,0.0000
13209,94,0.0005,0,0.0000
13210,94,0.0005,0,0.0000
13211,94,0.0005,0,0.0000
13212,94,0.0005,0,0.0000
13213,94,0.0005,0,0.0000
13214,94,0.0005,0,0.0000
13216,94,0.0005,0,0.0000
13217,94,0.0005,0,0.0000
13218,94,0.0005,0,0.0000
13219,94,0.0005,2,0.0003
13220,94,0.0005,2,0.0003
13221,94,0.0005,2,0.0003
13222,94,0.0005,2,0.0003
13223,94,0.0005,2,0.0003
13224,94,0.0005,2,0.0003
13229,94,0.0005,3,0.0003
13230,80,0.0004,1,0.0009
13231,94,0.0005,3,0.0003
13232,94,0.0005,3,0.0003
13235,94,0.0005,5,0.0005
13236,94,0.0005,5,0.0005
13238,94,0.0005,5,0.0005
13239,94,0.0005,5,0.0005
13241,94,0.0005,5,0.0005
13242,94,0.0005,1,0.0003
13243,94,0.0005,1,0.0003
13246,94,0.0005,1,0.0002
13247,94,0.0005,1,0.0002
13248,94,0.0005,1,0.0002
13249,94,0.0005,1,0.0002
13250,94,0.0005,1,0.0002
13252,94,0.0005,1,0.0005
13253,94,0.0005,7,0.0003
13255,94,0.0005,7,0.0003
13257,94,0.0005,7,0.0003
13258,94,0.0005,7,0.0003
13259,94,0.0005,7,0.0003
13260,94,0.0005,7,0.0003
13261,94,0.0005,7,0.0003
13262,94,0.0005,7,0.0003
13263,94,0.0005,7,0.0003
13264,94,0.0005,7,0.0003
13265,94,0.0005,7,0.0003
13266,94,0.0005,7,0.0003
13267,94,0.0005,7,0.0003
13268,94,0.0005,7,0.0003
13269,94,0.0005,7,0.0003
13270,94,0.0005,0,0.0000
13273,94,0.0005,0,0.0000
13274,94,0.0005,0,0.0000
13277,94,0.0005,0,0.0000
13278,94,0.0005,0,0.0000
13279,94,0.0005,0,0.0000
13280,94,0.0005,0,0.0000
13281,94,0.0005,0,0.0000
13282,94,0.0005,0,0.0000
13283,94,0.0005,0,0.0000
13284,94,0.0005,4,0.0012
13285,94,0.0005,4,0.0012
13286,94,0.0005,4,0.0012
13287,94,0.0005,4,0.0012
13288,94,0.0005,2,0.0002
13289,94,0.0005,2,0.0002
13290,94,0.0005,2,0.0002
13291,94,0.0005,2,0.0002
13292,94,0.0005,2,0.0002
13293,94,0.0005,2,0.0002
13294,94,0.0005,2,0.0002
13295,94,0.0005,2,0.0002
13296,94,0.0005,2,0.0002
13298,94,0.0005,2,0.0002
13299,94,0.0005,2,0.0002
13301,94,0.0005,4,0.0012
13303,94,0.0005,6,0.0012
13304,94,0.0005,6,0.0012
13307,94,0.0005,6,0.0012
13309,94,0.0005,2,0.0005
13310,94,0.0005,2,0.0005
13311,94,0.0005,2,0.0005
13312,94,0.0005,2,0.0005
13313,94,0.0005,2,0.0005
13314,94,0.0005,2,0.0005
13315,94,0.0005,2,0.0005
13321,87,0.0003,4,0.0002
13322,87,0.0003,4,0.0002
13323,87,0.0003,4,0.0002
13328,87,0.0003,4,0.0002
13329,87,0.0003,4,0.0002
13330,87,0.0003,4,0.0002
13331,87,0.0003,4,0.0002
13332,87,0.0003,4,0.0002
13333,87,0.0003,4,0.0002
13335,87,0.0003,2,0.0005
13336,87,0.0003,2,0.0005
13338,87,0.0003,2,0.0005
13339,87,0.0003,2,0.0005
13340,87,0.0003,2,0.0005
13341,87,0.0003,2,0.0005
13342,87,0.0003,2,0.0005
13343,87,0.0003,2,0.0005
13344,87,0.0003,4,0.0004
13346,87,0.0003,4,0.0004
13347,87,0.0003,4,0.0004
13348,87,0.0003,4,0.0004
13349,87,0.0003,4,0.0004
13350,87,0.0003,4,0.0004
13351,87,0.0003,4,0.0004
13352,87,0.0003,4,0.0004
13353,87,0.0003,16,0.0003
13355,87,0.0003,16,0.0003
13358,87,0.0003,16,0.0003
13359,87,0.0003,16,0.0003
13360,87,0.0003,16,0.0003
13361,87,0.0003,16,0.0003
13362,87,0.0003,16,0.0003
13363,87,0.0003,16,0.0003
13364,87,0.0003,16,0.0003
13365,87,0.0003,16,0.0003
13366,87,0.0003,16,0.0003
13367,87,0.0003,16,0.0003
13370,87,0.0003,16,0.0003
13372,87,0.0003,16,0.0003
13373,87,0.0003,16,0.0003
13374,87,0.0003,16,0.0003
13375,87,0.0003,16,0.0003
13376,87,0.0003,16,0.0003
13377,87,0.0003,9,0.0007
13378,87,0.0003,9,0.0007
13380,87,0.0003,9,0.0007
13381,87,0.0003,9,0.0007
13382,87,0.0003,9,0.0007
13384,87,0.0003,9,0.0007
13385,87,0.0003,9,0.0007
13387,87,0.0003,9,0.0007
13388,87,0.0003,9,0.0007
13390,87,0.0003,0,0.0000
13391,87,0.0003,0,0.0000
13392,87,0.0003,0,0.0000
13393,87,0.0003,0,0.0000
13396,87,0.0003,0,0.0000
13397,87,0.0003,0,0.0000
13399,87,0.0003,0,0.0000
13400,87,0.0003,0,0.0000
13402,87,0.0003,0,0.0000
13403,87,0.0003,0,0.0000
13404,87,0.0003,1,0.0001
13409,87,0.0003,1,0.0001
13410,87,0.0003,1,0.0001
13411,87,0.0003,7,0.0002
13412,87,0.0003,7,0.0002
13413,87,0.0003,7,0.0002
13414,87,0.0003,7,0.0002
13415,87,0.0003,7,0.0002
13416,87,0.0003,7,0.0002
13417,87,0.0003,7,0.0002
13419,87,0.0003,7,0.0002
13420,87,0.0003,7,0.0002
13423,87,0.0003,7,0.0002
13425,87,0.0003,7,0.0002
13426,87,0.0003,7,0.0002
13428,87,0.0003,7,0.0002
13429,87,0.0003,7,0.0002
13430,87,0.0003,7,0.0002
13431,87,0.0003,7,0.0002
13433,87,0.0003,7,0.0002
13434,87,0.0003,7,0.0002
13435,87,0.0003,7,0.0002
13436,87,0.0003,7,0.0002
13437,87,0.0003,7,0.0002
13438,87,0.0003,7,0.0002
13439,87,0.0003,7,0.0002
13440,87,0.0003,7,0.0002
13441,87,0.0003,7,0.0002
13442,87,0.0003,7,0.0002
13443,87,0.0003,7,0.0002
13444,87,0.0003,7,0.0002
13445,87,0.0003,7,0.0002
13446,87,0.0003,7,0.0002
13447,87,0.0003,7,0.0002
13448,87,0.0003,7,0.0002
13449,87,0.0003,1,0.0001
13452,87,0.0003,1,0.0001
13453,87,0.0003,0,0.0000
13454,87,0.0003,0,0.0000
13455,87,0.0003,0,0.0000
13456,87,0.0003,0,0.0000
13457,87,0.0003,4,0.0004
13459,87,0.0003,4,0.0004
13462,87,0.0003,4,0.0004
13463,87,0.0003,4,0.0004
13466,87,0.0003,4,0.0004
13467,87,0.0003,4,0.0004
13468,87,0.0003,4,0.0004
13469,87,0.0003,4,0.0004
13470,87,0.0003,4,0.0004
13471,87,0.0003,4,0.0004
13473,87,0.0003,8,0.0005
13475,87,0.0003,8,0.0005
13477,87,0.0003,8,0.0005
13478,87,0.0003,8,0.0005
13479,87,0.0003,8,0.0005
13482,87,0.0003,8,0.0005
13483,94,0.0005,14,0.0012
13484,87,0.0003,8,0.0005
13485,87,0.0003,8,0.0005
13487,87,0.0003,8,0.0005
13488,87,0.0003,8,0.0005
13489,87,0.0003,8,0.0005
13490,87,0.0003,8,0.0005
13492,87,0.0003,8,0.0005
13493,87,0.0003,8,0.0005
13494,87,0.0003,8,0.0005
13495,87,0.0003,8,0.0005
13496,87,0.0003,8,0.0005
13498,87,0.0003,8,0.0005
13499,87,0.0003,8,0.0005
13500,87,0.0003,8,0.0005
13501,87,0.0003,8,0.0005
13502,87,0.0003,3,0.0003
13503,87,0.0003,3,0.0003
13505,94,0.0005,0,0.0000
13509,87,0.0003,3,0.0003
13511,87,0.0003,3,0.0003
13513,87,0.0003,3,0.0003
13515,87,0.0003,3,0.0003
13516,87,0.0003,3,0.0003
13519,87,0.0003,16,0.0009
13520,87,0.0003,16,0.0009
13521,87,0.0003,16,0.0009
13522,87,0.0003,16,0.0009
13523,87,0.0003,16,0.0009
13524,87,0.0003,16,0.0009
13525,87,0.0003,16,0.0009
13526,87,0.0003,16,0.0009
13529,87,0.0003,16,0.0009
13530,87,0.0003,16,0.0009
13531,87,0.0003,16,0.0009
13532,87,0.0003,16,0.0009
13533,87,0.0003,16,0.0009
13535,87,0.0003,16,0.0009
13536,87,0.0003,16,0.0009
13537,87,0.0003,16,0.0009
13538,87,0.0003,16,0.0009
13539,87,0.0003,16,0.0009
13540,87,0.0003,16,0.0009
13541,87,0.0003,16,0.0009
13542,87,0.0003,16,0.0009
13543,87,0.0003,16,0.0009
13544,87,0.0003,16,0.0009
13545,87,0.0003,16,0.0009
13546,87,0.0003,16,0.0009
13547,87,0.0003,0,0.0000
13549,87,0.0003,0,0.0000
13550,87,0.0003,6,0.0002
13551,87,0.0003,6,0.0002
13552,87,0.0003,6,0.0002
13554,87,0.0003,6,0.0002
13555,218,0.0006,43,0.0006
13556,87,0.0003,6,0.0002
13557,87,0.0003,6,0.0002
13559,87,0.0003,6,0.0002
13560,87,0.0003,6,0.0002
13561,87,0.0003,6,0.0002
13562,87,0.0003,6,0.0002
13563,87,0.0003,6,0.0002
13564,87,0.0003,6,0.0002
13565,87,0.0003,6,0.0002
13566,87,0.0003,6,0.0002
13567,87,0.0003,6,0.0002
13568,87,0.0003,6,0.0002
13569,87,0.0003,6,0.0002
13570,87,0.0003,6,0.0002
13571,87,0.0003,6,0.0002
13572,87,0.0003,6,0.0002
13573,87,0.0003,6,0.0002
13574,87,0.0003,6,0.0002
13575,87,0.0003,6,0.0002
13576,87,0.0003,6,0.0002
13577,87,0.0003,3,0.0004
13578,87,0.0003,3,0.0004
13579,87,0.0003,3,0.0004
13580,87,0.0003,3,0.0004
13581,87,0.0003,3,0.0004
13582,87,0.0003,3,0.0004
13583,87,0.0003,3,0.0004
13584,87,0.0003,3,0.0004
13585,87,0.0003,3,0.0004
13586,87,0.0003,3,0.0004
13587,87,0.0003,3,0.0004
13589,87,0.0003,3,0.0004
13590,218,0.0006,2,0.0002
13591,87,0.0003,3,0.0004
13592,87,0.0003,3,0.0004
13595,87,0.0003,3,0.0004
13596,404,0.0005,9,0.0002
13597,982,0.0006,34,0.0007
13599,79,0.0005,0,0.0000
13601,83,0.0005,0,0.0000
13607,174,0.0005,12,0.0004
13610,218,0.0006,N/A,N/A
13611,210,0.0006,9,0.0014
13620,94,0.0005,0,0.0000
13624,94,0.0005,5,0.0005
13630,87,0.0003,3,0.0004
13636,94,0.0005,5,0.0005
13663,982,0.0006,220,0.0009
13668,982,0.0006,97,0.0003
13671,982,0.0006,92,0.0005
13681,79,0.0005,28,0.0006
13682,279,0.0006,125,0.0005
13707,210,0.0006,11,0.0005
13713,982,0.0006,97,0.0003
13714,982,0.0006,97,0.0003
13738,94,0.0005,1,0.0002
13739,94,0.0005,2,0.0002
13756,982,0.0006,54,0.0005
13779,79,0.0005,6,0.0005
13785,80,0.0004,3,0.0007
13787,80,0.0004,7,0.0007
13788,80,0.0004,6,0.0006
13790,80,0.0004,0,0.0000
13808,210,0.0006,0,0.0000
13815,94,0.0005,2,0.0003
13816,218,0.0006,14,0.0005
13820,83,0.0005,13,0.0002
13828,265,0.0004,87,0.0003
13829,79,0.0005,0,0.0000
13831,279,0.0006,125,0.0005
13832,279,0.0006,125,0.0005
13880,94,0.0005,2,0.0007
14278,79,0.0005,0,0.0000
14640,83,0.0005,13,0.0002
14706,263,0.0006,18,0.0003
14726,982,0.0006,97,0.0003
14732,982,0.0006,69,0.0005
14733,80,0.0004,0,0.0000
14734,80,0.0004,0,0.0000
14736,279,0.0006,125,0.0005
14741,982,0.0006,92,0.0005
14752,210,0.0006,11,0.0006
14753,265,0.0004,6,0.0003
14757,80,0.0004,0,0.0000
14770,87,0.0003,9,0.0007
14774,87,0.0003,4,0.0004
14775,87,0.0003,8,0.0005
14782,94,0.0005,5,0.0005
14783,79,0.0005,9,0.0011
14784,210,0.0006,8,0.0004
14786,87,0.0003,4,0.0002
14787,94,0.0005,8,0.0005
14788,94,0.0005,8,0.0005
14789,210,0.0006,7,0.0007
14790,210,0.0006,1,0.0002
14791,210,0.0006,8,0.0006
14792,982,0.0006,13,0.0009
14793,80,0.0004,1,0.0009
14794,80,0.0004,0,0.0000
14795,80,0.0004,1,0.0002
14796,94,0.0005,20,0.0014
14797,94,0.0005,1,0.0003
14798,94,0.0005,2,0.0002
14799,982,0.0006,4,0.0002
14800,404,0.0005,39,0.0004
14802,174,0.0005,3,0.0003
14803,279,0.0006,4,0.0007
14804,210,0.0006,15,0.0011
14805,83,0.0005,16,0.0006
14806,982,0.0006,32,0.0002
14807,80,0.0004,0,0.0000
14808,982,0.0006,68,0.0005
14809,174,0.0005,51,0.0004
14812,982,0.0006,35,0.0004
14814,80,0.0004,2,0.0003
14815,982,0.0006,92,0.0005
14816,218,0.0006,1,0.0004
14817,80,0.0004,2,0.0004
14818,982,0.0006,97,0.0003
14819,404,0.0005,2,0.0002
14820,982,0.0006,220,0.0009
14825,174,0.0005,7,0.0001
14826,174,0.0005,7,0.0001
14827,174,0.0005,7,0.0001
14828,174,0.0005,14,0.0013
14830,94,0.0005,1,0.0002
14831,210,0.0006,36,0.0007
14833,279,0.0006,9,0.0008
14834,80,0.0004,15,0.0005
14835,263,0.0006,6,0.0002
14836,80,0.0004,15,0.0005
14837,982,0.0006,54,0.0005
14840,982,0.0006,32,0.0002
14841,404,0.0005,14,0.0015
14842,279,0.0006,125,0.0005
14843,265,0.0004,68,0.0008
14845,263,0.0006,18,0.0003
14846,210,0.0006,1,0.0002
14847,210,0.0006,55,0.0007
14848,80,0.0004,0,0.0000
14849,80,0.0004,N/A,N/A
14850,80,0.0004,15,0.0005
14851,404,0.0005,5,0.0004
14852,404,0.0005,51,0.0004
14853,94,0.0005,0,0.0000
14854,94,0.0005,2,0.0002
14855,94,0.0005,20,0.0014
14857,128,0.0005,6,0.0004
14858,263,0.0006,58,0.0008
14860,210,0.0006,11,0.0005
14861,174,0.0005,12,0.0004
14862,174,0.0005,51,0.0004
14863,174,0.0005,8,0.0007
14864,982,0.0006,220,0.0009
14865,982,0.0006,220,0.0009
14866,404,0.0005,38,0.0005
14867,218,0.0006,3,0.0005
14868,79,0.0005,28,0.0006
14869,404,0.0005,39,0.0004
14870,218,0.0006,5,0.0005
14871,210,0.0006,5,0.0006
14873,404,0.0005,2,0.0003
14874,80,0.0004,N/A,N/A
14875,94,0.0005,1,0.0002
14876,279,0.0006,9,0.0003
14877,218,0.0006,15,0.0007
20000,263,0.0006,18,0.0003
20001,174,0.0005,51,0.0004
20002,174,0.0005,51,0.0004
20003,174,0.0005,51,0.0004
20004,174,0.0005,51,0.0004
20006,174,0.0005,51,0.0004
20007,174,0.0005,51,0.0004
20008,174,0.0005,51,0.0004
20009,174,0.0005,51,0.0004
20012,174,0.0005,51,0.0004
20014,174,0.0005,51,0.0004
20015,174,0.0005,51,0.0004
20016,174,0.0005,51,0.0004
20018,174,0.0005,36,0.0011
20022,174,0.0005,4,0.0003
20024,174,0.0005,12,0.0004
20030,174,0.0005,22,0.0007
20033,265,0.0004,11,0.0004
20035,265,0.0004,33,0.0008
20037,265,0.0004,68,0.0008
20038,265,0.0004,68,0.0008
20039,265,0.0004,68,0.0008
20040,265,0.0004,68,0.0008
20041,265,0.0004,68,0.0008
20042,265,0.0004,68,0.0008
20045,265,0.0004,68,0.0008
20058,265,0.0004,87,0.0003
20061,265,0.0004,87,0.0003
20062,265,0.0004,87,0.0003
20065,265,0.0004,87,0.0003
20066,265,0.0004,87,0.0003
20067,265,0.0004,87,0.0003
20068,265,0.0004,87,0.0003
20069,265,0.0004,87,0.0003
20070,265,0.0004,87,0.0003
20073,265,0.0004,87,0.0003
20074,265,0.0004,87,0.0003
20080,265,0.0004,87,0.0003
20082,265,0.0004,87,0.0003
20083,265,0.0004,87,0.0003
20084,265,0.0004,87,0.0003
20086,265,0.0004,87,0.0003
20088,265,0.0004,87,0.0003
20089,265,0.0004,87,0.0003
20092,265,0.0004,87,0.0003
20094,265,0.0004,87,0.0003
20095,265,0.0004,87,0.0003
20097,265,0.0004,87,0.0003
20099,265,0.0004,87,0.0003
20100,265,0.0004,87,0.0003
20101,265,0.0004,87,0.0003
20104,265,0.0004,87,0.0003
20105,265,0.0004,87,0.0003
20108,263,0.0006,12,0.0002
20109,263,0.0006,12,0.0002
20113,263,0.0006,58,0.0008
20118,263,0.0006,10,0.0004
20119,263,0.0006,10,0.0004
20120,263,0.0006,32,0.0006
20122,404,0.0005,9,0.0002
20123,263,0.0006,18,0.0003
20124,982,0.0006,220,0.0009
20127,263,0.0006,18,0.0003
20128,263,0.0006,18,0.0003
20129,263,0.0006,18,0.0003
20138,263,0.0006,18,0.0003
20140,263,0.0006,18,0.0003
20141,263,0.0006,18,0.0003
20144,263,0.0006,18,0.0003
20146,80,0.0004,15,0.0005
20149,80,0.0004,15,0.0005
20150,80,0.0004,15,0.0005
20151,80,0.0004,6,0.0006
20154,404,0.0005,31,0.0002
20155,404,0.0005,9,0.0002
20157,404,0.0005,9,0.0002
20158,404,0.0005,9,0.0002
20159,404,0.0005,9,0.0002
20160,404,0.0005,31,0.0002
20164,404,0.0005,9,0.0002
20170,404,0.0005,9,0.0002
20171,982,0.0006,220,0.0009
20172,982,0.0006,97,0.0003
20173,404,0.0005,31,0.0002
20174,404,0.0005,38,0.0005
20175,404,0.0005,38,0.0005
20176,404,0.0005,38,0.0005
20178,404,0.0005,38,0.0005
20179,404,0.0005,38,0.0005
20180,404,0.0005,38,0.0005
20182,404,0.0005,51,0.0004
20183,404,0.0005,51,0.0004
20184,404,0.0005,51,0.0004
20187,404,0.0005,51,0.0004
20189,263,0.0006,32,0.0006
20190,404,0.0005,51,0.0004
20191,404,0.0005,38,0.0009
20192,404,0.0005,38,0.0009
20193,982,0.0006,34,0.0007
20197,404,0.0005,31,0.0002
20199,404,0.0005,31,0.0002
20200,404,0.0005,31,0.0002
20201,404,0.0005,31,0.0002
20202,404,0.0005,31,0.0002
20203,404,0.0005,31,0.0002
20207,404,0.0005,31,0.0002
20208,404,0.0005,31,0.0002
20211,218,0.0006,24,0.0007
20213,404,0.0005,31,0.0002
20214,404,0.0005,31,0.0002
20215,404,0.0005,31,0.0002
20216,404,0.0005,31,0.0002
20217,404,0.0005,31,0.0002
20218,404,0.0005,51,0.0004
20220,404,0.0005,31,0.0002
20222,404,0.0005,9,0.0002
20226,404,0.0005,31,0.0002
20227,404,0.0005,31,0.0002
20229,404,0.0005,31,0.0002
20230,404,0.0005,31,0.0002
20231,404,0.0005,31,0.0002
20232,404,0.0005,31,0.0002
20234,404,0.0005,31,0.0002
20238,94,0.0005,8,0.0005
20239,404,0.0005,31,0.0002
20245,404,0.0005,31,0.0002
20247,404,0.0005,31,0.0002
20248,404,0.0005,31,0.0002
20250,404,0.0005,31,0.0002
20252,404,0.0005,38,0.0007
20255,404,0.0005,38,0.0007
20258,404,0.0005,38,0.0007
20260,404,0.0005,38,0.0007
20261,404,0.0005,38,0.0007
20264,404,0.0005,39,0.0004
20265,404,0.0005,39,0.0004
20266,404,0.0005,39,0.0004
20267,404,0.0005,39,0.0004
20271,404,0.0005,21,0.0007
20277,982,0.0006,12,0.0005
20279,982,0.0006,12,0.0005
20281,982,0.0006,92,0.0005
20282,982,0.0006,92,0.0005
20285,982,0.0006,92,0.0005
20286,982,0.0006,92,0.0005
20288,982,0.0006,92,0.0005
20291,982,0.0006,92,0.0005
20292,982,0.0006,92,0.0005
20295,982,0.0006,92,0.0005
20296,982,0.0006,92,0.0005
20300,982,0.0006,92,0.0005
20302,982,0.0006,32,0.0002
20304,982,0.0006,92,0.0005
20306,982,0.0006,92,0.0005
20307,982,0.0006,92,0.0005
20309,982,0.0006,92,0.0005
20312,982,0.0006,92,0.0005
20318,982,0.0006,34,0.0007
20319,982,0.0006,34,0.0007
20320,982,0.0006,108,0.0008
20323,982,0.0006,35,0.0004
20329,982,0.0006,35,0.0004
20333,982,0.0006,108,0.0008
20334,982,0.0006,92,0.0005
20335,982,0.0006,35,0.0004
20338,982,0.0006,35,0.0004
20339,982,0.0006,35,0.0004
20342,982,0.0006,35,0.0004
20345,982,0.0006,31,0.0012
20347,982,0.0006,31,0.0012
20349,982,0.0006,68,0.0005
20353,982,0.0006,68,0.0005
20354,982,0.0006,68,0.0005
20355,982,0.0006,68,0.0005
20358,982,0.0006,68,0.0005
20361,982,0.0006,68,0.0005
20363,982,0.0006,68,0.0005
20364,982,0.0006,68,0.0005
20365,982,0.0006,54,0.0005
20366,982,0.0006,68,0.0005
20367,982,0.0006,68,0.0005
20368,982,0.0006,68,0.0005
20369,982,0.0006,97,0.0003
20370,982,0.0006,68,0.0005
20371,982,0.0006,68,0.0005
20372,982,0.0006,97,0.0003
20373,982,0.0006,68,0.0005
20374,982,0.0006,68,0.0005
20377,982,0.0006,68,0.0005
20379,982,0.0006,68,0.0005
20382,982,0.0006,68,0.0005
20385,982,0.0006,108,0.0008
20386,982,0.0006,108,0.0008
20389,982,0.0006,108,0.0008
20391,982,0.0006,108,0.0008
20392,982,0.0006,108,0.0008
20393,982,0.0006,92,0.0005
20394,982,0.0006,108,0.0008
20395,982,0.0006,108,0.0008
20402,982,0.0006,108,0.0008
20403,982,0.0006,108,0.0008
20405,982,0.0006,108,0.0008
20406,982,0.0006,108,0.0008
20408,982,0.0006,108,0.0008
20409,982,0.0006,108,0.0008
20410,982,0.0006,108,0.0008
20412,218,0.0006,24,0.0007
20413,982,0.0006,108,0.0008
20414,982,0.0006,108,0.0008
20415,982,0.0006,108,0.0008
20418,982,0.0006,108,0.0008
20424,982,0.0006,40,0.0009
20427,982,0.0006,9,0.0006
20429,982,0.0006,25,0.0004
20432,982,0.0006,25,0.0004
20434,982,0.0006,25,0.0004
20436,982,0.0006,25,0.0004
20442,982,0.0006,25,0.0004
20445,982,0.0006,54,0.0005
20446,982,0.0006,54,0.0005
20447,982,0.0006,54,0.0005
20448,982,0.0006,54,0.0005
20449,982,0.0006,54,0.0005
20452,982,0.0006,54,0.0005
20453,982,0.0006,54,0.0005
20456,982,0.0006,54,0.0005
20457,263,0.0006,16,0.0021
20460,982,0.0006,54,0.0005
20461,982,0.0006,54,0.0005
20463,982,0.0006,220,0.0009
20464,982,0.0006,220,0.0009
20465,982,0.0006,220,0.0009
20466,982,0.0006,220,0.0009
20467,982,0.0006,220,0.0009
20468,982,0.0006,220,0.0009
20469,982,0.0006,220,0.0009
20470,982,0.0006,220,0.0009
20471,982,0.0006,220,0.0009
20473,982,0.0006,220,0.0009
20475,982,0.0006,220,0.0009
20478,982,0.0006,220,0.0009
20481,982,0.0006,220,0.0009
20482,982,0.0006,220,0.0009
20483,982,0.0006,220,0.0009
20484,982,0.0006,220,0.0009
20485,982,0.0006,220,0.0009
20486,982,0.0006,220,0.0009
20490,982,0.0006,220,0.0009
20492,404,0.0005,31,0.0002
20496,982,0.0006,220,0.0009
20497,982,0.0006,220,0.0009
20499,982,0.0006,220,0.0009
20500,982,0.0006,220,0.0009
20502,982,0.0006,220,0.0009
20503,982,0.0006,220,0.0009
20504,982,0.0006,220,0.0009
20506,982,0.0006,220,0.0009
20507,982,0.0006,220,0.0009
20510,982,0.0006,220,0.0009
20512,982,0.0006,220,0.0009
20513,982,0.0006,220,0.0009
20515,982,0.0006,68,0.0005
20516,982,0.0006,220,0.0009
20517,982,0.0006,220,0.0009
20518,404,0.0005,21,0.0007
20519,982,0.0006,220,0.0009
20520,982,0.0006,220,0.0009
20521,982,0.0006,220,0.0009
20522,982,0.0006,220,0.0009
20524,982,0.0006,220,0.0009
20525,982,0.0006,220,0.0009
20527,263,0.0006,44,0.0012
20528,982,0.0006,220,0.0009
20529,982,0.0006,220,0.0009
20530,982,0.0006,108,0.0008
20532,982,0.0006,220,0.0009
20534,982,0.0006,220,0.0009
20539,982,0.0006,220,0.0009
20541,982,0.0006,220,0.0009
20542,982,0.0006,108,0.0008
20543,982,0.0006,220,0.0009
20544,982,0.0006,220,0.0009
20545,982,0.0006,220,0.0009
20546,982,0.0006,108,0.0008
20547,982,0.0006,220,0.0009
20549,982,0.0006,220,0.0009
20550,982,0.0006,220,0.0009
20551,982,0.0006,220,0.0009
20557,982,0.0006,220,0.0009
20559,982,0.0006,220,0.0009
20560,982,0.0006,220,0.0009
20561,982,0.0006,220,0.0009
20565,982,0.0006,220,0.0009
20566,982,0.0006,220,0.0009
20568,982,0.0006,220,0.0009
20570,982,0.0006,220,0.0009
20571,982,0.0006,220,0.0009
20574,982,0.0006,220,0.0009
20576,982,0.0006,220,0.0009
20577,982,0.0006,220,0.0009
20579,982,0.0006,220,0.0009
20580,982,0.0006,220,0.0009
20581,982,0.0006,220,0.0009
20585,404,0.0005,31,0.0002
20586,982,0.0006,108,0.0008
20587,982,0.0006,220,0.0009
20588,982,0.0006,220,0.0009
20589,982,0.0006,220,0.0009
20590,982,0.0006,220,0.0009
20591,982,0.0006,220,0.0009
20594,982,0.0006,220,0.0009
20595,982,0.0006,97,0.0003
20596,982,0.0006,220,0.0009
20602,982,0.0006,220,0.0009
20603,982,0.0006,220,0.0009
20606,982,0.0006,220,0.0009
20608,982,0.0006,220,0.0009
20610,982,0.0006,220,0.0009
20613,982,0.0006,220,0.0009
20616,982,0.0006,220,0.0009
20619,982,0.0006,220,0.0009
20624,982,0.0006,220,0.0009
20625,982,0.0006,220,0.0009
20626,982,0.0006,220,0.0009
20627,982,0.0006,220,0.0009
20628,982,0.0006,220,0.0009
20630,982,0.0006,220,0.0009
20633,982,0.0006,220,0.0009
20634,982,0.0006,220,0.0009
20635,982,0.0006,220,0.0009
20636,982,0.0006,220,0.0009
20637,982,0.0006,220,0.0009
20638,982,0.0006,220,0.0009
20640,982,0.0006,220,0.0009
20642,982,0.0006,220,0.0009
20644,982,0.0006,220,0.0009
20646,982,0.0006,220,0.0009
20647,982,0.0006,220,0.0009
20648,982,0.0006,220,0.0009
20653,982,0.0006,220,0.0009
20657,982,0.0006,220,0.0009
20658,982,0.0006,220,0.0009
20660,982,0.0006,220,0.0009
20662,982,0.0006,220,0.0009
20671,982,0.0006,220,0.0009
20672,982,0.0006,220,0.0009
20674,982,0.0006,220,0.0009
20675,982,0.0006,220,0.0009
