,School ID,School Name,Administrative Body,Department Name,Municipality Name,Canton Name,Hamlet Name,Address,Who provided the data?
0,10001.0,CENTRO ESCOLAR ISIDRO MENENDEZ,CDE,AHUACHAPAN,AHUACHAPÁN,,,"QUINTA CALLE PONIENTE Y SEGUNDA AVENIDA SUR, CUATRO GUION DIEZ",Director(a)
1,10002.0,CENTRO ESCOLAR ALFREDO ESPINO,CDE,AHUACHAPAN,AHUACHAPÁN,,,"COLONIA LOS TULIPANES, LOTE NUMERO UNO",Director(a)
2,10003.0,CENTRO ESCOLAR ALEJANDRO DE HUMBOLDT,CDE,AHUACHAPAN,AHUACHAPÁN,AHUACHAPAN,,FINAL SEXTA CALLE PONIENTE Y AVENIDA MORAZAN,Director(a)
3,10004.0,CENTRO ESCOLAR 1º DE JULIO DE 1823,CDE,AHUACHAPAN,AHUACHAPÁN,,,TERCERA AVENIDA SUR Y QUINTA CALLE PONIENTE ,Director(a)
4,10005.0,INSTITUTO NACIONAL SANTA RITA,CDE,CHALATENANGO,SANTA RITA,,,"CALLE AL CEMENTERIO, BARRIO EL CENTRO",Director(a)
5,10006.0,CENTRO ESCOLAR RICARDO TRIGUEROS DE LEON,CDE,AHUACHAPAN,AHUACHAPÁN,,,"FINAL CALLE PRINCIPAL, SEGUNDA ETAPA COLONIA EL IVU",Director(a)
6,10007.0,CENTRO ESCOLAR CARLOTA LEON VIUDA DE TRIGUEROS,CDE,AHUACHAPAN,AHUACHAPÁN,,,FINAL CALLE SAN ANTONIO PONIENTE COLONIA EL NOPAL,Director(a)
7,10008.0,ESCUELA DE EDUCACION PARVULARIA MARIA SALAZAR VIUDA DE MAGAÑA,CDE,AHUACHAPAN,AHUACHAPÁN,,,FINAL CALLE GERARDO BARRIOS PONIENTE,Director(a)
8,10010.0,CENTRO ESCOLAR CASERIO PUERTAS NEGRAS,CDE,AHUACHAPAN,AHUACHAPÁN,LA MONTAÑITA ,PUESTAS NEGRAS ,CASERIO PUERTAS NEGRAS CANTON LA MONTAÑITA,Director(a)
9,10011.0,CENTRO ESCOLAR CANTON LOS HUATALES,CDE,AHUACHAPAN,AHUACHAPÁN,LOS HUATALES,,"CARRETERA A TACUBA KM DOS Y MEDIO, CANTON LOS HUATALES",Director(a)
10,10012.0,CENTRO ESCOLAR BERNARDINO E. ZAMORA,CDE,AHUACHAPAN,AHUACHAPÁN,EL BARRO,,"CARRETERA ATACO KM 2, CANTON EL BARRO DE LOS DUSOLES",Director(a)
11,10013.0,COMPLEJO EDUCATIVO GENERAL FABIO MORAN,CDE,AHUACHAPAN,AHUACHAPÁN,LAS CHINAMAS,,KM 110 1/2 CARRETERA INTERNACIONAL HACIA GUATEMALA ,Director(a)
12,10014.0,CENTRO ESCOLAR ISABEL CARRILLO DE BOLAÑOS,CDE,AHUACHAPAN,AHUACHAPÁN,EL TIGRE ,LOS ORCONES,CASERIO LOS HORCONES CANTON EL TIGRE,Director(a)
13,10015.0,CENTRO ESCOLAR PROFESOR RICARDO ARGUETA LINARES,CDE,AHUACHAPAN,AHUACHAPÁN,LLANO DE DOÑA MARIA,EL CENTRO,"CASERIO EL CENTRO, CANTON LLANO DE DOÑA MARIA",Director(a)
14,10016.0,CENTRO ESCOLAR CANTON EL ROBLE,CDE,AHUACHAPAN,AHUACHAPÁN,EL ROBLE,,"CALLE PRINCIPAL, CANTON EL ROBLE",Director(a)
15,10017.0,CENTRO ESCOLAR CANTON EL JUNQUILLO,CDE,AHUACHAPAN,AHUACHAPÁN,EL JUNQUILLO ,,"CARRETERA ANTIGUA A ATIQUIZAYA, CANTON EL JUNQUILLO",Director(a)
16,10018.0,CENTRO ESCOLAR COLONIA LA PISTA,CDE,USULUTÁN,SANTA MARÍA,MEJICAPA,,COLONIA LA PISTA A UN KILOMETRO AL ORIENTE DEL DESVIO DE SANTA ELENA,Director(a)
17,10019.0,CENTRO ESCOLAR CANTON ASHAPUCO,CDE,AHUACHAPAN,AHUACHAPÁN,ASHAPUCO,,CANTON ASHAPUCO,Director(a)
18,10020.0,CENTRO ESCOLAR CANTON LA COYOTERA,CDE,AHUACHAPAN,AHUACHAPÁN,LA COYOTERA,,"CARRETERA A RIO FRIO, CANTON LA COYOTERA",Director(a)
19,10021.0,CENTRO ESCOLAR CANTON SUNTECUMAT,CDE,AHUACHAPAN,AHUACHAPÁN,SUNTECUMAT,CERRO BLANCO,"DEL POZO 6 DE LA GEO 4 KM A LA DERECHA, CANTON SUNTECUMAT",Director(a)
20,10022.0,CENTRO ESCOLAR CANTON LOS MAGUEYES,CDE,AHUACHAPAN,AHUACHAPÁN,LOS MAGUEYES,,CALLE A LA PLANTA GEOTERMICA CANTON LOS MAGUEYES,Director(a)
21,10023.0,CENTRO ESCOLAR DOCTOR RENE VIRGILIO CORNEJO GRANADOS,CDE,AHUACHAPAN,AHUACHAPÁN,LLANO DE LA LAGUNA,,KM. 99 1/2 CARRETERA INTERNACIONAL A LAS CHINAMAS,Director(a)
22,10024.0,CENTRO ESCOLAR CANTON PALO PIQUE,CDE,AHUACHAPAN,AHUACHAPÁN,PALO PIQUE,,CANTON PALO PIQUE,Director(a)
23,10025.0,CENTRO ESCOLAR CANTON RIO FRIO,CDE,AHUACHAPAN,AHUACHAPÁN,RIO FRIO,,CANTON RIO FRIO,Director(a)
24,10026.0,CENTRO ESCOLAR ABELINA ARRIAZA,CDE,AHUACHAPAN,AHUACHAPÁN,SANTA CRUZ,,KILOMETRO CIENTO NUEVE Y MEDIO CARRETERA HACIA FRONTERA EL JOBO,Director(a)
25,10027.0,COMPLEJO EDUCATIVO DOCTOR RAFAEL MEZA DELGADO,CDE,AHUACHAPAN,AHUACHAPÁN,LOMA DE LA GLORIA,,CANTON LOMA DE LA GLORIA,Director(a)
26,10029.0,"CENTRO ESCOLAR CASERIO EL BOTADERO, CANTON EL ROBLE",CDE,AHUACHAPAN,AHUACHAPÁN,EL ROBLE ,EL BOTADERO,CASERIO EL BOTADERO CANTON EL ROBLE.,Director(a)
27,10031.0,COMPLEJO EDUCATIVO DOCTOR ARTURO ROMERO,CDE,AHUACHAPAN,AHUACHAPÁN,CHANCUYO,,CALLE PRINCIPAL A PALO PIQUE,Director(a)
28,10032.0,CENTRO ESCOLAR CANTON SANTA ROSA DE ACACALCO,CDE,AHUACHAPAN,AHUACHAPÁN,SANTA ROSA ACACALCO,,"KM 97, 4 KM AL NORORIENTE DEL PUENTE ESCALANTE CONTIGUO AL POZO N°10",Director(a)
29,10033.0,COMPLEJO EDUCATIVO HACIENDA LA LABOR,CDE,AHUACHAPAN,AHUACHAPÁN,CHIPILAPA,,"HACIENDA LA LABOR, CANTON CHIPILAPA",Director(a)
30,10035.0,CENTRO ESCOLAR HERMANO FRANCISCO RIVAT,CDE,LA LIBERTAD,COLÓN,EL COBANAL,,CALLE ESPAÑA ENTRE PASAJE OVIEDO Y NAVARRA COLONIA VILLA MADRID,Director(a)
31,10037.0,CENTRO ESCOLAR CASERIO LAS CHINITAS,CDE,AHUACHAPAN,AHUACHAPÁN,LLANO DE LA LAGUNA,LAS CHINITAS,KILOMETRO 105 CARRETERA INTERNACIONAL A LAS CHINAMAS CANTON LLANO DE LA LAGUNA,Director(a)
32,10038.0,CENTRO ESCOLAR COLONIA SANTA MARIA,CDE,AHUACHAPAN,AHUACHAPÁN,,,CUARTA CALLE ORIENTE Y CALLE L COLONIA SANTA MARIA,Director(a)
33,10039.0,CENTRO ESCOLAR CANTON LA DANTA,CDE,AHUACHAPAN,AHUACHAPÁN,LA DANTA,LA DANTA,CALLE PRINCIPAL CONTIGUO A ORATORIO CATOLICO,Director(a)
34,10041.0,CENTRO ESCOLAR COLONIA SAN GENARO,CDE,SONSONATE,SONSONATE,,,TERCERA CALLE PONIENTE N° 24 COLONIA SAN GENARO,Director(a)
35,10042.0,CENTRO ESCOLAR CANTON SAN LAZARO,CDE,AHUACHAPAN,AHUACHAPÁN,SAN LAZARO,EL ARCO,CARRETERA PANAMERICANA ENTRADA A ANTIGUO INGENIO EX_COOPERATIVA HACIENDA LA LABOR,Director(a)
36,10044.0,CENTRO ESCOLAR CASERIO RANCHO GRANDE CANTON EL JUNQUILLO,CDE,AHUACHAPAN,AHUACHAPÁN,EL JUNQUILLO,RANCHO GRANDE,"CASERIO RANCHO GRANDE, EL JUNQUILLO",Director(a)
37,10045.0,CENTRO ESCOLAR HACIENDA ZACAMIL,CDE,AHUACHAPAN,AHUACHAPÁN,ASITADUCO,,"FINAL CALLE LAS CEIBAS, COLONIA LA ESPERANZA",Subdirector(a)
38,10048.0,CENTRO ESCOLAR COLONIA LAS VICTORIAS,CDE,AHUACHAPAN,AHUACHAPÁN,EL BARRO,,"COLONIA LAS VICTORIAS, CANTON EL BARRO",Director(a)
39,10049.0,INSTITUTO NACIONAL SAN MIGUEL DE MERCEDES,CDE,CHALATENANGO,SAN MIGUEL DE MERCEDES,,,"FINAL BARRIO LA VEGA, CONTIGUO A UNIDAD DE SALUD",Director(a)
40,10050.0,CENTRO ESCOLAR NUEVO LOURDES,CDE,LA LIBERTAD,COLÓN,HACIENDA NUEVA,,"AVENIDA ""C"" SENDA 5 URBANIZACION NUEVO LOURDES",Director(a)
41,10051.0,CENTRO ESCOLAR RESIDENCIAL LA PRADERA II,CDE,SAN MIGUEL,SAN MIGUEL,,,FINAL AV. PRINCIPAL BELLOS HORIZONTES LA PRADERA,Director(a)
42,10052.0,INSTITUTO NACIONAL ALEJANDRO DE HUMBOLDT,CDE,AHUACHAPAN,AHUACHAPÁN,,,AVENIDA MORAZAN 1-3,Director(a)
43,10053.0,INSTITUTO NACIONAL LUIS REYNALDO TOBAR,CDE,AHUACHAPAN,AHUACHAPÁN,,,COL. SAN LUIS NUMERO 1,Director(a)
44,10056.0,ESCUELA DE EDUCACION PARVULARIA DE APANECA,CDE,AHUACHAPAN,APANECA,,,TERCERA AVENIDA NORTE BARRIO SAN JOSE,Director(a)
45,10057.0,CENTRO ESCOLAR CIUDAD CREDISA,CDE,SAN SALVADOR,SOYAPANGO,,,"FINAL AV. COATEPEQUE SIN NUMERO, FRENTE A COMPLEJO DEPORTIVO CIUDAD CREDISA",Director(a)
46,10058.0,INSTITUTO NACIONAL DE SACACOYO,CDE,LA LIBERTAD,SACACOYO,,,"COLONIA EL PORVENIR, POLIGONO ""G"" #9-11",Director(a)
47,10059.0,INSTITUTO NACIONAL CANTON CARA SUCIA,CDE,AHUACHAPAN,SAN FRANCISCO MENÉNDEZ,CARA SUCIA,,"14 AV. NORTE, COL. 19 DE SEPTIEMBRE, CARA SUCIA",Director(a)
48,10060.0,INSTITUTO NACIONAL LICENCIADO JOSE DANIEL CARIAS,CDE,AHUACHAPAN,APANECA,,,PASAJE LOS ALMENDROS COLONIA FALDAS DEL CERRITO,Director(a)
49,10061.0,CENTRO ESCOLAR GENERAL FRANCISCO MENENDEZ,CDE,AHUACHAPAN,APANECA,,,PRIMERA AV. NORTE BARRIO SAN JOSE FRENTE A PARQUE DOS DE ABRIL,Director(a)
50,10062.0,COMPLEJO EDUCATIVO CANTON IZCAQUILIO,CDE,AHUACHAPAN,ATIQUIZAYA,IZCAQUILIO,,KM 82 CARRETERA PANAMERICANA,Director(a)
51,10063.0,CENTRO ESCOLAR CANTON EL SALITRERO,CDE,AHUACHAPAN,ATIQUIZAYA,EL SALITRERO,,"CALLE ALVARADO 2.5 KM AL SUR DE VILLA EL REFUGIO 4 CUADRAS A LA DERECHA DE LA BIFURCACION ""PATA DE GALLINA""",Director(a)
52,10064.0,CENTRO ESCOLAR CANTON LOMAS DE ALARCON,CDE,AHUACHAPAN,ATIQUIZAYA,LOMAS DE ALARCON,,CANTON LOMAS DE ALARCON,Director(a)
53,10065.0,INSTITUTO NACIONAL COLONIA VALLE DEL SOL,CDE,SAN SALVADOR,APOPA,,,URBANIZACION VALLE DEL SOL AV. JUAN MARTI BLOCK B,Director(a)
54,10066.0,CENTRO ESCOLAR CANTON RINCON GRANDE,CDE,AHUACHAPAN,ATIQUIZAYA,RINCON GRANDE,,CANTON RINCON GRANDE,Director(a)
55,10067.0,CENTRO ESCOLAR CANTON SAN JUAN EL ESPINO,CDE,AHUACHAPAN,ATIQUIZAYA,SAN JUAN EL ESPINO ,,"CALLE QUE DE EL REFUGIO CONDUCE AL ZARAL,TRES KILOMETROS Y MEDIO DESPUES DE EX-LINEA FERREA",Director(a)
56,10068.0,CENTRO ESCOLAR VISTA AL LAGO,CDE,SAN SALVADOR,ILOPANGO,,,COLONIA VISTA AL LAGO AV. COATEPEQUE CALLE GUIJA,Director(a)
57,10069.0,CENTRO ESCOLAR FRAY MARTIN DE PORRES,CDE,AHUACHAPAN,ATIQUIZAYA,ZUNCA,,CANTON ZUNCA CUATRO KILOMETROS CARRETERA A SAN LORENZO,Director(a)
58,10070.0,CENTRO ESCOLAR CASERIO EL JICARO,CDE,AHUACHAPAN,ATIQUIZAYA,ZUNCA,EL JICARO,CASERIO EL JICARO CTON ZUNCA A 3 KM DE ATIQUIZAYA SOBRE LA CALLE QUE CONDUCE A SAN LORENZO,Director(a)
59,10071.0,CENTRO ESCOLAR CANTON EL TORTUGUERO,CDE,AHUACHAPAN,ATIQUIZAYA,SANTA RITA,,CINCO KILOMETROS AL SUR DE LA POBLACION DE TURIN,Director(a)
60,10073.0,INSTITUTO NACIONAL CORNELIO AZENON SIERRA,CDE,AHUACHAPAN,ATIQUIZAYA,,,FINAL 3A AVENIDA SUR #4-103,Director(a)
61,10074.0,"CENTRO ESCOLAR COLONIA LAS VIÑAS, CANTON EL JUNQUILLO",CDE,AHUACHAPAN,AHUACHAPÁN,EL JUNQUILLO,,"COLONIA, LAS VIÑAS CANTON EL JUNQUILLO",Director(a)
62,10075.0,CENTRO ESCOLAR CANTON JOYA DEL ZAPOTE,CDE,AHUACHAPAN,ATIQUIZAYA,JOYA DEL ZAPOTE,,CANTON JOYA DEL ZAPOTE,Director(a)
63,10076.0,CENTRO ESCOLAR GENERAL FRANCISCO MENENDEZ,CDE,AHUACHAPAN,ATIQUIZAYA,,,AV. 5 DE NOVIEMBRE ENTRE CUARTA Y SEXTA CALLE PONIENTE BARRIO TALULE,Director(a)
64,10077.0,CENTRO ESCOLAR MERCEDES MONTERROSA DE CARCAMO,CDE,AHUACHAPAN,ATIQUIZAYA,,,FINAL SEGUNDA AVENIDA SUR NUMERO 3-146,Director(a)
65,10078.0,CENTRO ESCOLAR MANUEL ALVAREZ MAGAÑA,CDE,AHUACHAPAN,ATIQUIZAYA,,,FINAL SEGUNDA AVENIDA SUR 3-147 BARRIO EL ANGEL,Director(a)
66,10079.0,CENTRO ESCOLAR ANTONIO JOSE DE SUCRE,CDE,AHUACHAPAN,ATIQUIZAYA,,,SEXTA AVENIDA NORTE Y OCTAVA CALLE ORIENTE,Director(a)
67,10080.0,CENTRO ESCOLAR EXALTACION POMPILIO SALGADO RIVERA,CDE,SAN MIGUEL,SAN MIGUEL,,,"FINAL AV. JUAN ABERLE SUR, 1° ETAPA CIUDAD PACIFICA",Director(a)
68,10081.0,ESCUELA DE EDUCACION PARVULARIA PROFESORA CORDELIA AVALOS DE LABOR,CDE,AHUACHAPAN,ATIQUIZAYA,,,FINAL DOBLE VIA ENTRE AVENIDA CENTRAL Y SEGUNDA AVENIDA SUR,Director(a)
69,10082.0,CENTRO ESCOLAR CANTON LA ESPERANZA,CDE,AHUACHAPAN,ATIQUIZAYA,LA ESPERANZA,,CARRETERA PANAMERICANA CALLE AL PEPENANCE,Director(a)
70,10083.0,CENTRO ESCOLAR CANTON JOYA DEL PLATANAR,CDE,AHUACHAPAN,ATIQUIZAYA,JOYA DEL PLATANAR,,CANTON JOYA DEL PLATANAR,Director(a)
71,10084.0,CENTRO ESCOLAR URBANIZACION MONTELIMAR,CDE,LA PAZ,OLOCUILTA,LA ESPERANZA,,FINAL AVENIDA MONTELIMAR ENTRE BLOCK B Y C.,Director(a)
72,10085.0,CENTRO ESCOLAR CANTON SHUCUTITAN,CDE,AHUACHAPAN,CONCEPCION DE ATACO,SHUCUTITAN,,CANTON SHUCUTITAN,Director(a)
73,10086.0,CENTRO ESCOLAR LA CAMPANERA,CDE,SAN SALVADOR,SOYAPANGO,,,FINAL CALLE PRINCIPAL DE REPARTO. LA CAMPANERA FRENTE AL PASAJE ZONA NORTE.,Director(a)
74,10087.0,CENTRO ESCOLAR CANTON LOS TABLONES,CDE,AHUACHAPAN,CONCEPCION DE ATACO,LOS TABLONES,,CANTON LOS TABLONES KILOMETRO NOVENTA Y CINCO DE CONCEPCION DE ATACO HACIA APANECA,Director(a)
75,10088.0,INSTITUTO NACIONAL CANTON LAS PILAS,CDE,CHALATENANGO,SAN IGNACIO,LAS PILAS,LAS BRISAS,"CANTON LAS PILAS, CALLE A BUENA VISTA",Director(a)
76,10089.0,INSTITUTO NACIONAL DE COATEPEQUE,CDE,SANTA ANA,COATEPEQUE,,,"FINAL SEGUNDA AVENIDA NORTE Y TERCERA CALLE ORIENTE, BARRIO EL CALVARIO",Director(a)
77,10090.0,CENTRO ESCOLAR CANTON JOYA DE LOS APANTES,CDE,AHUACHAPAN,CONCEPCION DE ATACO,LA JOYA DE LOS APANTES,SAN LUIS,DESVIO AL ROSARIO CALLE A JUJUTLA,Director(a)
78,10091.0,ESCUELA DE EDUCACION PARVULARIA DE CONCEPCION DE ATACO,CDE,AHUACHAPAN,CONCEPCION DE ATACO,,,FINAL TERCERA AVENIDA SUR Y SEXTA CALLE PONIENTE BARRIO SANTA LUCIA,Director(a)
79,10092.0,CENTRO ESCOLAR EL SAUCE,CDE,SONSONATE,SONZACATE,,,BOULEVAR EL CASTAÑO Y CUARTA AVENIDA NORTE #4 URBANIZACION EL SAUCE ,Director(a)
80,10093.0,INSTITUTO NACIONAL DE SONZACATE,CDE,SONSONATE,SONZACATE,,,AVENIDA LAS PALMERAS BLOCK 6 URBANIZACIÓN ZEDAN PONIENTE,Director(a)
81,10094.0,CENTRO ESCOLAR CANTON LA CEIBA ABAJO,CDE,AHUACHAPAN,CONCEPCION DE ATACO,CANTON LA CEIBA ABAJO,,CANTON LA CEIBA ABAJO,Director(a)
82,10095.0,COMPLEJO EDUCATIVO ANTONIO J. ALFARO,CDE,AHUACHAPAN,CONCEPCION DE ATACO,,,SEGUNDA CALLE ORIENTE ENTRE SEXTA Y OCTAVA AVENIDA SUR BARRIO LA VEGA,Director(a)
83,10096.0,CENTRO ESCOLAR SAN ANTONIO,CDE,SAN SALVADOR,SOYAPANGO,EL LIMON ,,RESIDENCIAL SAN ANTONIO CALLE PRINCIPAL ,Director(a)
84,10097.0,CENTRO ESCOLAR FRANCISCO GAVIDIA,CDE,AHUACHAPAN,EL REFUGIO,,,CALLE SALVADOR RODRIGUEZ BARRIO EL CENTRO. ,Director(a)
85,10098.0,CENTRO ESCOLAR COLONIA EL ANGEL,CDE,AHUACHAPAN,EL REFUGIO,COMALAPA,,CALLE PRINCIPAL COLONIA EL ANGEL,Director(a)
86,10099.0,CENTRO ESCOLAR DE GUAYMANGO,CDE,AHUACHAPAN,GUAYMANGO,,,CALLE PRINCIPAL BARRIO EL CENTRO,Director(a)
87,10101.0,CENTRO ESCOLAR CANTON PLATANARES,CDE,AHUACHAPAN,GUAYMANGO,PLATANARES,EL CENTRO,"CANTON PLATANARES, CASERIO EL CENTRO FRENTE A TIENDA YOLAN",Director(a)
88,10102.0,INSTITUTO NACIONAL DE ARCATAO,CDE,CHALATENANGO,ARCATAO,,,"FINAL BARRIO SAN JOSE, SALIDA A CANTON TEOSINTE",Director(a)
89,10103.0,INSTITUTO NACIONAL DE YAMABAL,CDE,MORAZAN,YAMABAL,,,CALLE SALIDA A SAN BARTOLO CONTIGUO A CEMENTERIO GENERAL,Director(a)
90,10104.0,CENTRO ESCOLAR COLONIA SANTA CRISTINA,CDE,USULUTÁN,USULUTÁN,,,TERCER PASAJE COLONIA SANTA CRISTINA,Director(a)
91,10105.0,CENTRO ESCOLAR HACIENDA SAN MARTIN Y LARIN,CDE,AHUACHAPAN,GUAYMANGO,SAN MARTIN,,"KM 8 1/2 DE LA CARRETERA DE JUJUTLA QUE CONDUCE AL PEÑON, CONTIGUO A UNIDAD DE SALUD",Director(a)
92,10106.0,CENTRO ESCOLAR FUNDACION CESSA,CDE,SANTA ANA,METAPÁN,,,TERCERA PLANTA MERCADO MUNICIPAL GUMERCINDO LANDAVERDE,Director(a)
93,10107.0,CENTRO ESCOLAR LA GAVIOTA #2,CDE,USULUTÁN,JIQUILISCO,EL TABURETE JAGUAL,,"COLONIA LA GAVIOTA #2, GASOLINERA LA TEXACO KM 104 CA-2 CALLE ANTIGUA A JIQUILISCO, CONTIGUO A TANQUE DE ANDA",Director(a)
94,10108.0,CENTRO ESCOLAR CANTON GUAYAPA ABAJO,CDE,AHUACHAPAN,JUJUTLA,GUAYAPA ABAJO ,CATARINA ,CANTON GUAYAPA ABAJO KM105 CARRETERA A LA HACHADURA ,Director(a)
95,10109.0,CENTRO ESCOLAR FINCA EL SALTO,CDE,AHUACHAPAN,JUJUTLA,LAS MESAS,EL TORO,"CALLE A LA HACHADURA DESVIO KM 98 EL CEIBILLO 7 KM AL NORTE CALLE A SAN JOSE EL NARANJO, 3 KM AL NOR ESTE DESVIO CAPULIN",Director(a)
96,10110.0,COMPLEJO EDUCATIVO COLONIA NUEVA,CDE,AHUACHAPAN,JUJUTLA,GUAYABA ABAJO,,"KM. 102 CARRETERA HACIA LA HACHADURA, COLONIA NUEVA.",Director(a)
97,10111.0,CENTRO ESCOLAR HACIENDA HOJA DE SAL CANTON GUAYAPA ARRIBA,CDE,AHUACHAPAN,JUJUTLA,GUAYAPA ARRIBA,HOJA DE SAL,9 1/2 KM AL NORTE DE C.E. GUAYAPA ABAJO CATARINA,Director(a)
98,10112.0,CENTRO ESCOLAR CASERIO LOS CALDERON,CDE,AHUACHAPAN,JUJUTLA,SAN ANTONIO ,LOS CALDERON ,CARRETERA A LA HACHADURA DESVIO EL CEIBILLO 4KM HACIA SAN JOSE EL NARANJO,Director(a)
99,10113.0,"CENTRO ESCOLAR CASERIO CUILAPA, CANTON GUAYAPA ARRIBA",CDE,AHUACHAPAN,JUJUTLA,GUAYAPA ARRIBA,CUILAPA,"CARRETERA HACIA LA HACHADURA, DESVIO LOS POCITOS 4 KILOMETROS AL NORTE",Director(a)
100,10114.0,"CENTRO ESCOLAR CASERIO EL CARMEN, CANTON FALLA",CDE,AHUACHAPAN,JUJUTLA,LA FALLA ,EL CARMEN ,KILOMETRO 107 CARRETERA HACIA LA HACHADURA,Director(a)
101,10115.0,CENTRO ESCOLAR CANTON ZAPUA,CDE,AHUACHAPAN,JUJUTLA,ZAPUA,ZAPUA ARRIBA,"DESVIO FINCA LAS CANOAS, EN TERRENOS DOUGLAS CARRANZA",Director(a)
102,10116.0,INSTITUTO NACIONAL DE JUTIAPA,CDE,CABAÑAS,JUTIAPA,,,CALLE LUIS BELTRAN PEÑA BARRIO EL CENTRO 5 ,Director(a)
103,10117.0,INSTITUTO NACIONAL DE EL REFUGIO,CDE,AHUACHAPAN,EL REFUGIO,,,PROLONGACION AV. JOSE ROGELIO ZEPEDA NORTE COL. EL CARMEN,Director(a)
104,10118.0,CENTRO ESCOLAR CASERIO EL MANGO,CDE,AHUACHAPAN,JUJUTLA,GUAYAPA ABAJO,EL MANGO,KILOMETRO CIENTO UNO CARRETERA A LA HACHADURA.,Director(a)
105,10119.0,CENTRO ESCOLAR HACIENDA LAS DELICIAS CANTON SAN ANTONIO ,CDE,AHUACHAPAN,JUJUTLA,SAN ANTONIO,,CARRETERA HACIA LA HACHADURA ENTRE EL KILOMETRO 97 Y 98,Director(a)
106,10120.0,CENTRO ESCOLAR DOCTOR SIXTO ALBERTO PADILLA,CDE,AHUACHAPAN,JUJUTLA,,,"AVENIDA JOSE ARMANDO VALLEJO, BARRIO LAS FLORES",Director(a)
107,10121.0,CENTRO ESCOLAR LEOPOLDO MAYEN TORRES,CDE,AHUACHAPAN,JUJUTLA,SAN JOSÉ EL NARANJO ,,CARRETERA HACIA LA HACHADURA KILOMETRO 99 DESVIO EL SEIVILLO 8 KILOMETROS AL NORTE CONTIGUO AL PARQUE.,Director(a)
108,10122.0,CENTRO ESCOLAR CANTON SAN ANTONIO,CDE,AHUACHAPAN,JUJUTLA,SAN ANTONIO,,"CARRETERA HACIA LA HACHADURA, DESVIO EL PEÑON AL CONACASTE",Director(a)
109,10123.0,CENTRO ESCOLAR URBANIZACIÓN SANTA TERESA DE LAS FLORES,CDE,SAN SALVADOR,APOPA,,,FINAL CALLE DEL RIO URBANIZACION SANTA TERESA KM 16 1/2 CARRETERA TRONCAL DEL NORTE,Director(a)
110,10124.0,CENTRO ESCOLAR PROFESOR JORGE ALFREDO MENDOZA,CDE,SONSONATE,SONSONATE,,,FINAL PRIMERA CALLE ORIENTE COLONIA VILLA LILIAN NUMERO SEIS. ,Director(a)
111,10125.0,COMPLEJO EDUCATIVO CANTON EL ZAPOTE,CDE,AHUACHAPAN,SAN FRANCISCO MENÉNDEZ,EL ZAPOTE,,"COSTADO SUR PISTA AEREA,CANTON EL ZAPOTE",Director(a)
112,10126.0,CENTRO ESCOLAR PARA SORDOS DE COJUTEPEQUE,CDE,CUSCATLÁN,COJUTEPEQUE,,,1A CALLE ORIENTE N°50 BARRIO SANTA LUCIA,Director(a)
113,10127.0,CENTRO ESCOLAR HACIENDA NUEVA YORK,CDE,AHUACHAPAN,SAN FRANCISCO MENÉNDEZ,CARA SUCIA,,KILOMETRO 109.5 CARRETERA HACIA LA FRONTERA LA HACHADURA ,Director(a)
114,10128.0,ESCUELA DE EDUCACION PARVULARIA PRUDENCIA AYALA,CDE,LA LIBERTAD,TALNIQUE,SAN JOSE LOS SITIOS,,"FINAL CALLE CENTRAL, FRENTE AL CENTRO ESCOLAR CALLE HACIA TALNIQUE",Director(a)
115,10129.0,CENTRO ESCOLAR CASERIO SANTA ELENA,CDE,AHUACHAPAN,SAN FRANCISCO MENÉNDEZ,EL COROZO,SANTA ELENA,3 KILOMETROS AL NORESTE CONTIGUO A GASOLINERA SANTA ELENA,Director(a)
116,10130.0,CENTRO ESCOLAR HACIENDA CHANMICO,CDE,LA LIBERTAD,SAN JUAN OPICO,CHANMICO,,CARRETERA A QUEZALTEPEQUE KM 34 FRENTE A CIUDAD VERSAILLES,Director(a)
117,10131.0,COMPLEJO EDUCATIVO CASERÍO EL CASTAÑO,CDE,AHUACHAPAN,SAN FRANCISCO MENÉNDEZ,GARITA PALMERA,EL CASTAÑO,CASERIO EL CASTAÑO,Subdirector(a)
118,10132.0,"CENTRO ESCOLAR COLONIA NUEVA ESPERANZA, CANTON CARA SUCIA",CDE,AHUACHAPAN,SAN FRANCISCO MENÉNDEZ,CARA SUCIA,," COLONIA NUEVA ESPERANZA, CANTON CARA SUCIA, KM 112 CARRETERA HACIA LA HACHADURA",Director(a)
119,10133.0,CENTRO ESCOLAR ANA CORALIA RAUDA DE CARDENAS,CDE,USULUTÁN,VILLA EL TRIUNFO,EL PALON ,EL RIITO,CASERIO EL RIITO CANTON EL PALON EL TRIUNFO ,Director(a)
120,10134.0,COMPLEJO EDUCATIVO CANTÓN LA HACHADURA,CDE,AHUACHAPAN,SAN FRANCISCO MENÉNDEZ,HACHADURA,,CALLE PRINCIPAL CANTON LA HACHADURA,Director(a)
121,10136.0,CENTRO ESCOLAR HACIENDA EL AMATAL,CDE,AHUACHAPAN,SAN FRANCISCO MENÉNDEZ,SACRAMENTO,EL AMATAL ,"KILOMETRO 121.5 CARRETERA A LA FRONTERA LA HACHADURA, CASERIO EL AMATAL, CANTON SACRAMENTO",Director(a)
