,Dropout rate
884,0.03768115942028986
885,0.03599374021909233
886,0.09860312243221035
887,0.035897435897435895
888,0.03525046382189239
889,0.04725609756097561
890,0.08191126279863481
891,0.008771929824561403
892,0.01881720430107527
893,0.0073439412484700125
894,0.03564356435643564
895,0.026016260162601626
896,0.037037037037037035
897,0.11467889908256881
898,0.12371134020618557
899,0.02204928664072633
900,0.038461538461538464
901,0.13333333333333333
902,0.07524271844660194
903,0.0
904,0.0
905,0.023703703703703703
906,0.014492753623188406
907,0.019417475728155338
908,0.056910569105691054
909,0.10666666666666667
910,0.12020033388981637
911,0.06785714285714285
912,0.06610169491525424
913,0.07058823529411765
914,0.0043859649122807015
915,0.030991735537190084
916,0.12
917,0.02459016393442623
918,0.12060301507537688
919,0.15833333333333333
920,0.12398042414355628
921,0.11603053435114503
922,0.05973025048169557
923,0.04081632653061224
924,0.041666666666666664
925,0.09892086330935251
926,0.15476190476190477
927,0.03908794788273615
928,0.04042553191489362
929,0.12648221343873517
930,0.017543859649122806
931,0.03116883116883117
932,0.12526997840172785
933,0.12768361581920903
934,0.034545454545454546
935,0.004160887656033287
936,0.0044444444444444444
937,0.015306122448979591
938,0.1111111111111111
939,0.1078838174273859
940,0.1253315649867374
941,0.04993429697766097
942,0.06765327695560254
943,0.1875
944,0.01141552511415525
945,0.0
946,0.171875
947,0.024193548387096774
948,0.004545454545454545
949,0.0
950,0.125
951,0.09660574412532637
952,0.06569343065693431
953,0.006956521739130435
954,0.02425876010781671
955,0.14285714285714285
956,0.04905660377358491
957,0.01615508885298869
958,0.008333333333333333
959,0.010869565217391304
960,0.12195121951219512
961,0.08372093023255814
962,0.044585987261146494
963,0.0
964,0.013513513513513514
965,0.0
966,0.008912655971479501
967,0.009876543209876543
968,0.034482758620689655
969,0.03090507726269316
970,0.05976095617529881
971,0.07333333333333333
972,0.04
973,0.025268477574226154
974,0.09359605911330049
975,0.03058103975535168
976,0.0189873417721519
977,0.06631299734748011
978,0.022058823529411766
979,0.015
980,0.0031645569620253164
981,0.06291390728476821
982,0.022608695652173914
983,0.0
984,0.010486177311725452
985,0.016574585635359115
986,0.06798245614035088
987,0.0
988,0.019230769230769232
989,0.01762114537444934
990,0.045454545454545456
991,0.01015228426395939
992,0.05533596837944664
993,0.0
994,0.0
995,0.0
996,0.0
997,0.09424083769633508
998,0.014423076923076924
999,0.022222222222222223
1000,0.07333333333333333
1001,0.0037174721189591076
1002,0.12149532710280374
1003,0.12538226299694188
1004,0.0622568093385214
1005,0.11764705882352941
1006,0.035422343324250684
1007,0.11428571428571428
1008,0.016666666666666666
1009,0.04057971014492753
1010,0.07532051282051282
1011,0.03333333333333333
1012,0.07476635514018691
1013,0.11538461538461539
1014,0.09302325581395349
1015,0.0277337559429477
1016,0.008108108108108109
1017,0.13533834586466165
1018,0.05303030303030303
1019,0.15315315315315314
1020,0.0019646365422396855
1021,0.0009970089730807576
1022,0.07029478458049887
1023,0.018604651162790697
1024,0.03636363636363636
1025,0.2727272727272727
1026,0.14537444933920704
1027,0.09650924024640657
1028,0.041237113402061855
1029,0.0963855421686747
1030,0.030303030303030304
1031,0.11988304093567251
1032,0.1796875
1033,0.07926829268292683
1034,0.016666666666666666
1035,0.06896551724137931
1036,0.011406844106463879
1037,0.016666666666666666
1038,0.08157894736842106
1039,0.04054054054054054
1040,0.0
1041,0.16186252771618626
1042,0.05714285714285714
1043,0.028744326777609682
1044,0.019736842105263157
1045,0.011029411764705883
1046,0.018143754361479414
1047,0.07210031347962383
1048,0.08153241650294696
1049,0.06299212598425197
1050,0.06808510638297872
1051,0.006493506493506494
1052,0.011764705882352941
1053,0.0
1054,0.16141732283464566
1055,0.08897742363877822
1056,0.10344827586206896
1057,0.15611814345991562
1058,0.020833333333333332
1059,0.0022172949002217295
1060,0.08125
1061,0.0967741935483871
1062,0.11764705882352941
1063,0.09574468085106383
1064,0.09041394335511982
1065,0.02535211267605634
1066,0.056112224448897796
1067,0.03816793893129771
1068,0.09372453137734311
1069,0.01818181818181818
1070,0.055089820359281436
1071,0.020833333333333332
1072,0.1266233766233766
1073,0.028056112224448898
1074,0.055201698513800426
1075,0.12121212121212122
1076,0.009530791788856305
1077,0.11607142857142858
1078,0.14049586776859505
1079,0.06393442622950819
1080,0.15942028985507245
1081,1.0
1082,0.016216216216216217
1083,0.029197080291970802
1084,0.009724473257698542
1085,0.06804733727810651
1086,0.07677784770295784
1087,0.029836381135707413
1088,0.09135802469135802
1089,0.029411764705882353
1090,0.09019264448336252
1091,0.03536977491961415
1092,0.23595505617977527
1093,0.08389830508474576
1094,0.046703296703296704
1095,0.15
1096,0.14832535885167464
1097,0.08669354838709678
1098,0.07333333333333333
1099,0.09411764705882353
1100,0.0
1101,0.037037037037037035
1102,0.01805869074492099
1103,0.043343653250773995
1104,0.03365384615384615
1105,0.03923205342237062
1106,0.0064516129032258064
1107,0.04921077065923862
1108,0.05755395683453238
1109,0.0049382716049382715
1110,0.07096774193548387
1111,0.043478260869565216
1112,0.04524886877828054
1113,0.08226221079691516
1114,0.05536912751677853
1115,0.043243243243243246
1116,0.21606118546845124
1117,0.09012875536480687
1118,0.04878048780487805
1119,0.0
1120,0.10734463276836158
1121,0.10508474576271186
1122,0.02972027972027972
1123,0.10344827586206896
1124,0.04466501240694789
1125,0.0499194847020934
1126,0.08118361153262518
1127,0.04429530201342282
1128,0.02546296296296296
1129,0.008965929468021518
1130,0.0
1131,0.03910614525139665
1132,0.03898305084745763
1133,0.09612141652613827
1134,0.009478672985781991
1135,0.04504504504504504
1136,0.05708245243128964
1137,0.0821917808219178
1138,0.022658610271903322
1139,0.05954974582425563
1140,0.08333333333333333
1141,0.02564102564102564
1142,0.02040816326530612
1143,0.068762278978389
1144,0.08389261744966443
1145,0.1655982905982906
1146,0.10463378176382661
1147,0.10940919037199125
1148,0.05514705882352941
1149,0.07171314741035857
1150,0.04088397790055249
1151,0.06277056277056277
1152,0.0718562874251497
1153,0.0017331022530329288
1154,0.059602649006622516
1155,0.006324110671936759
1156,0.002320185614849188
1157,0.1337579617834395
1158,0.02631578947368421
1159,0.033860045146726865
1160,0.192
1161,0.09742895805142084
1162,0.024725274725274724
1163,0.061746987951807226
1164,0.0196078431372549
1165,0.18461538461538463
1166,0.05405405405405406
1167,0.07631991636173549
1168,0.00641025641025641
1169,0.05964214711729622
1170,0.037914691943127965
1171,0.07905138339920949
1172,0.11312217194570136
1173,0.07328767123287672
1174,0.046395431834404
1175,0.08547008547008547
1176,0.0072992700729927005
1177,0.0
1178,0.05625
1179,0.12781954887218044
1180,0.02702702702702703
1181,0.043209876543209874
1182,0.005474452554744526
1183,0.09883720930232558
1184,0.06557377049180328
1185,0.0
1186,0.05845771144278607
1187,0.0653061224489796
1188,0.07977991746905089
1189,0.038461538461538464
1190,0.04660194174757282
1191,0.07467811158798283
1192,0.04128440366972477
1193,0.06075085324232082
1194,0.47079037800687284
1195,0.044
1196,0.07380952380952381
1197,0.05241935483870968
1198,0.0027624309392265192
1199,0.016194331983805668
1200,0.03896103896103896
1201,0.036991368680641186
1202,0.18053375196232338
1203,0.06979113601630157
1204,0.05909090909090909
1205,0.02403846153846154
1206,0.015037593984962405
1207,0.09545454545454546
1208,0.05849056603773585
1209,0.057291666666666664
1210,0.0
1211,0.025157232704402517
1212,0.011730205278592375
1213,0.015444015444015444
1214,0.03680336487907466
1215,0.1148936170212766
1216,0.03636363636363636
1217,0.0
1218,0.061224489795918366
1219,0.10361842105263158
1220,0.049281314168377825
1221,0.05961538461538462
1222,0.08108108108108109
1223,0.0
1224,0.09272918861959958
1225,0.01092896174863388
1226,0.008759124087591242
1227,0.016736401673640166
1228,0.060267857142857144
1229,0.1346153846153846
1230,0.11801242236024845
1231,0.007936507936507936
1232,0.006711409395973154
1233,0.09615384615384616
1234,0.0
1235,0.0
1236,0.0
1237,0.025
1238,0.0
1239,0.0051813471502590676
1240,0.010869565217391304
1241,0.0
1242,0.020833333333333332
1243,0.04081632653061224
1244,0.010810810810810811
1245,0.037444933920704845
1246,0.023880597014925373
1247,0.005263157894736842
1248,0.09404990403071017
1249,0.038461538461538464
1250,0.014084507042253521
1251,0.0
1252,0.06532663316582915
1253,0.11764705882352941
1254,0.0
1255,0.021052631578947368
1256,0.008717310087173101
1257,0.02064896755162242
1258,0.058333333333333334
1259,0.005050505050505051
1260,0.04895104895104895
1261,0.0061162079510703364
1262,0.020242914979757085
1263,0.0
1264,0.03664921465968586
1265,0.0
1266,0.0
1267,0.05102040816326531
1268,0.05537459283387622
1269,0.0
1270,0.03861003861003861
1271,0.02631578947368421
1272,0.06395348837209303
1273,0.04672897196261682
1274,0.0
1275,0.015384615384615385
1276,0.12258064516129032
1277,0.07100591715976332
1278,0.0
1279,0.028925619834710745
1280,0.030303030303030304
1281,0.010638297872340425
1282,0.008403361344537815
1283,0.045454545454545456
1284,0.0
1285,0.08108108108108109
1286,0.1111111111111111
1287,0.056338028169014086
1288,0.046632124352331605
1289,0.3157894736842105
1290,0.048223350253807105
1291,0.23384615384615384
1292,0.061052631578947365
1293,0.08391608391608392
1294,0.04054054054054054
1295,0.0392156862745098
1296,0.05432595573440644
1297,0.04838709677419355
1298,0.05217391304347826
1299,0.07211538461538461
1300,0.06984667802385008
1301,0.03482587064676617
1302,0.02608695652173913
1303,0.10833333333333334
1304,0.13215859030837004
1305,0.12721893491124261
1306,0.5669781931464174
1307,0.013452914798206279
1308,0.10071942446043165
1309,0.21839080459770116
1310,0.0328515111695138
1311,0.135752688172043
1312,0.07972665148063782
1313,0.16666666666666666
1314,0.06540447504302926
1315,0.125
1316,0.2056404230317274
1317,0.19434628975265017
1318,0.06547619047619048
1319,0.07547169811320754
1320,0.060756972111553786
1321,0.088
1322,0.06287425149700598
1323,0.09695603156708005
1324,0.017241379310344827
1325,0.09315068493150686
1326,0.05993690851735016
1327,0.0037735849056603774
1328,0.12692307692307692
1329,0.1267605633802817
