iter	RMSE
122	0.03951115489
123	0.03924940296
124	0.03921570884
125	0.039138707
126	0.03905499793
127	0.03899858351
128	0.03896455762
129	0.03882891095
130	0.03865543411
131	0.03853596429
132	0.03842910612
133	0.03842471474
134	0.03839074245
135	0.03824098362
136	0.0381043198
137	0.03777934091
138	0.03765134688
139	0.03762086933
140	0.03760834183
141	0.03758658486
142	0.03740133505
143	0.03725732494
144	0.03711258568
145	0.03710657013
146	0.03706479318
147	0.03703391913
148	0.03700493989
149	0.03697606592
150	0.0369306144
151	0.03680205756
152	0.03669621349
153	0.03667884983
154	0.03657366264
155	0.03646788651
156	0.03633858563
157	0.03625130895
158	0.03624858771
159	0.03621897473
160	0.03614549965
161	0.03607802171
162	0.03600521848
163	0.03587285217
164	0.03580134482
165	0.03567280623
166	0.03541203988
167	0.03533229658
168	0.0352341221
169	0.0351247359
170	0.03501731019
171	0.03491550046
172	0.03488219208
173	0.03478456934
174	0.034683244
175	0.03453368093
176	0.03451251381
177	0.03446343416
178	0.03440319365
179	0.03435219717
180	0.0341853808
181	0.03389099377
182	0.03385211864
183	0.03374525701
184	0.03366894994
185	0.03361756583
186	0.03355445969
187	0.03350035808
188	0.03339678811
189	0.03330444956
190	0.03318729818
191	0.03310115092
192	0.03306164287
193	0.03302444587
194	0.03299761734
195	0.03280072873
196	0.03263554433
197	0.03257452533
198	0.03245062161
199	0.03240322263
200	0.03234440714
201	0.03224558323
202	0.03217212116
203	0.03205823192
204	0.03199547484
205	0.03199093546
206	0.03196505496
207	0.03185228219
208	0.0317917996
209	0.0317427019
210	0.03173895284
211	0.03165181631
212	0.03161481946
213	0.03156623755
214	0.03154326689
215	0.03146800845
216	0.03134615077
217	0.03129084312
218	0.03122377888
219	0.03106863704
220	0.03102576379
221	0.0309923128
222	0.0309409983
223	0.03089601798
224	0.03084328703
225	0.03074750049
226	0.03066441558
227	0.0306133533
228	0.03054654655
229	0.03050998596
230	0.03048181184
231	0.03040454652
232	0.03033494159
233	0.03028022069
234	0.03018543494
235	0.03015464125
236	0.03007406694
237	0.03002261671
238	0.02991649365
239	0.02987377465
240	0.02979659108
241	0.02972205971
242	0.02966411073
243	0.0295435859
244	0.02940054246
245	0.02928646492
246	0.02921014748
247	0.02918712598
248	0.02902703169
249	0.02889705834
250	0.02880495831
251	0.02873305059
252	0.02868077204
253	0.02866032496
254	0.02860512261
255	0.02844296246
256	0.02841675542
257	0.02836025767
258	0.028341704
259	0.02828411127
260	0.02826704618
261	0.028215238
262	0.02811462949
263	0.02808751362
264	0.02803310256
265	0.02798480797
266	0.02794935318
267	0.02794630587
268	0.0279087612
269	0.02785816686
270	0.0278048191
271	0.02777011194
272	0.02770398706
273	0.02765847899
274	0.02757981674
275	0.02750267829
276	0.02749574689
277	0.02745397578
278	0.02745050685
279	0.02739007639
280	0.02734792382
281	0.0273278979
282	0.02730734081
283	0.02728765775
284	0.02723783114
285	0.02720395494
286	0.02717951456
287	0.02711967653
288	0.02708536662
289	0.02707886804
290	0.02701409961
291	0.02694126649
292	0.02691762202
293	0.02685206186
294	0.02675497214
295	0.02670564183
296	0.02666867964
297	0.02658923291
298	0.02654161032
299	0.02652524841
300	0.02647371174
301	0.02642136124
302	0.02641515109
303	0.02638968512
304	0.02633629582
305	0.02629766838
306	0.02625090328
307	0.02617954689
308	0.02612804772
309	0.02609182143
310	0.02605743831
311	0.02602578666
312	0.0259822119
313	0.02595733772
314	0.02594398811
315	0.02589742205
316	0.02584648908
317	0.02579880271
318	0.02576771319
319	0.0257282365
320	0.02569387149
321	0.02567003961
322	0.02560595228
323	0.0255744426
324	0.02556110157
325	0.02551358438
326	0.02546648939
327	0.02539295947
328	0.02533731789
329	0.02529512841
330	0.02525070174
331	0.02515873615
332	0.02511514237
333	0.02509290621
334	0.02507425571
335	0.02504474463
336	0.02501905857
337	0.02495822408
338	0.02492028603
339	0.02488662088
340	0.02484360696
341	0.02480586853
342	0.02479155559
343	0.02470559828
344	0.02464462853
345	0.02460211776
346	0.02453750715
347	0.02447278016
348	0.02444690631
349	0.02439520191
350	0.02432740734
351	0.02430047596
352	0.02429916115
353	0.02427180204
354	0.02424917286
355	0.02421611132
356	0.02420109492
357	0.02408933472
358	0.02407282624
359	0.02403033041
360	0.02401082741
361	0.02397848149
362	0.02394160763
363	0.02389540991
364	0.02385372347
365	0.02382216427
366	0.02377307824
367	0.02373584162
368	0.02368208317
369	0.02364517326
370	0.02360120091
371	0.02356992206
372	0.02353300286
373	0.02349598007
374	0.0234662406
375	0.02344957542
376	0.02341785503
377	0.0234148056
378	0.02337166085
379	0.02334546453
380	0.0231279838
381	0.02311700173
382	0.02308032695
383	0.023054803
384	0.02302366768
385	0.02300000371
386	0.02297030929
387	0.02294775404
388	0.02292520055
389	0.02288858599
390	0.02286608629
391	0.02282566163
392	0.02278133174
393	0.02268586776
394	0.02266489046
395	0.02262586668
396	0.02257227975
397	0.02254472722
398	0.0225016521
399	0.02245835386
400	0.02243980257
401	0.02242465944
402	0.02238051589
403	0.02235411304
404	0.02232029658
405	0.02229739519
406	0.02226415223
407	0.02222656719
408	0.02218368337
409	0.02215268799
410	0.02209892475
411	0.02203930716
412	0.02201539852
413	0.02198420232
414	0.02193278628
415	0.02190392849
416	0.0218898445
417	0.02183891579
418	0.02181019831
419	0.02177229078
420	0.0217520234
421	0.02170364979
422	0.02168259367
423	0.02166082474
424	0.02162816065
425	0.02161430365
426	0.02159684899
427	0.02157583249
428	0.02153002186
429	0.02148844395
430	0.02146927448
431	0.02144773688
432	0.02140320349
433	0.0213757536
434	0.02135990995
435	0.02130711239
436	0.021279629
437	0.0212556853
438	0.02123401819
439	0.02121767182
440	0.02119278137
441	0.02117010656
442	0.02113840708
443	0.02108804417
444	0.02108004447
445	0.02103879872
446	0.02102347645
447	0.02099038925
448	0.02096357657
449	0.02082129109
450	0.02079187589
451	0.02077447054
452	0.02076091206
453	0.02074431547
454	0.02074378272
455	0.0207052163
456	0.02068584425
457	0.02067558147
458	0.02063842671
459	0.02059218998
460	0.02059170288
461	0.02056256419
462	0.02045196812
463	0.02043680026
464	0.02043622716
465	0.0203209399
466	0.02026044195
467	0.02020495589
468	0.02018060725
469	0.02015201965
470	0.02010921363
471	0.0200769762
472	0.01998398928
473	0.01996510906
474	0.01993051119
475	0.01991379908
476	0.01988830099
477	0.01985068789
478	0.01984594312
479	0.01981174858
480	0.01979317752
481	0.01968938492
482	0.01965081627
483	0.01962573492
484	0.01960141138
485	0.01958574096
486	0.0195658508
487	0.01954730502
488	0.01952930806
489	0.01951035325
490	0.01948922816
491	0.01946455292
492	0.01939321503
493	0.01937784479
494	0.01935542309
495	0.01933957965
496	0.0193169432
497	0.01927562008
498	0.01925055753
499	0.01923262757
500	0.01922486455
501	0.01920491105
502	0.01918437068
503	0.01914565036
504	0.01910930195
505	0.01904018652
506	0.01901883043
507	0.01900372004
508	0.01899285175
509	0.01893593441
510	0.01888554192
511	0.01881257208
512	0.01877641684
513	0.01874753945
514	0.01872083322
515	0.01868456702
516	0.0186698735
517	0.01864856058
518	0.01864001947
519	0.01859499103
520	0.01856904794
521	0.01854601571
522	0.01850503153
523	0.01848907712
524	0.01846074037
525	0.01842970316
526	0.01841549959
527	0.01839073243
528	0.01834038435
529	0.01830538864
530	0.01824953286
531	0.01817963338
532	0.01811683186
533	0.01811238782
534	0.01798286805
535	0.01791355206
536	0.01786176458
537	0.01778730355
538	0.01771792969
539	0.01769735629
540	0.01763988897
541	0.01762743094
542	0.0175986735
543	0.01753430696
544	0.01752018086
545	0.01751347988
546	0.01749267557
547	0.01745753233
548	0.01744594324
549	0.01742694665
550	0.01741356203
551	0.0173863833
552	0.01736480907
553	0.01736204739
554	0.01732636268
555	0.01729634436
556	0.01727467443
557	0.01725010397
558	0.01722855619
559	0.01719521377
560	0.01716255667
561	0.01714388688
562	0.01709168332
563	0.01708869174
564	0.01706080504
565	0.01703280563
566	0.01701492271
567	0.01700384434
568	0.01700290748
569	0.01698190624
570	0.01696937514
571	0.01692219143
572	0.01690318273
573	0.01689160504
574	0.01686538561
575	0.01680948144
576	0.01678879857
577	0.01676075492
578	0.01669905868
579	0.01668016419
580	0.0166434238
581	0.01661967539
582	0.01660105553
583	0.01656998711
584	0.01651509591
585	0.01650559336
586	0.01648008325
587	0.01646513455
588	0.01643870344
589	0.01641121124
590	0.0164061201
591	0.01638559337
592	0.01638181942
593	0.01637971605
594	0.0163405784
595	0.0163024965
596	0.01629088329
597	0.01622581381
598	0.01620466062
599	0.01615753357
600	0.01612283407
601	0.01609385603
602	0.01607332961
603	0.01606645719
604	0.01603527567
605	0.01601397477
606	0.01597817757
607	0.01594311564
608	0.01591898036
609	0.01589103661
610	0.0158749703
611	0.01585885783
612	0.01583915611
613	0.01576397701
614	0.01574179548
615	0.01572269797
616	0.01569169401
617	0.0156668119
618	0.01563948434
619	0.0156224201
620	0.01560560097
621	0.01553932913
622	0.01552558532
623	0.01549692746
624	0.01548764338
625	0.01546774978
626	0.0154477512
627	0.01543219078
628	0.01541178303
629	0.01540862711
630	0.01539305832
631	0.01537281771
632	0.01536124632
633	0.01531060949
634	0.0152959557
635	0.01527551514
636	0.01525971803
637	0.01522895849
638	0.01521115428
639	0.01519987608
640	0.01516910584
641	0.01516365477
642	0.01515200841
643	0.01511677133
644	0.01509950556
645	0.01507431073
646	0.01503590654
647	0.01501817027
648	0.01497705387
649	0.01496085252
650	0.01493024125
651	0.0149059667
652	0.01488769704
653	0.01486917944
654	0.01486057624
655	0.01484289287
656	0.01482329598
657	0.01480263802
658	0.01474748936
659	0.01473857388
660	0.01472159254
661	0.01471330051
662	0.01468262266
663	0.014660423
664	0.01463961319
665	0.01461445756
666	0.01459923994
667	0.01457857644
668	0.01454733842
669	0.01451192822
670	0.01449501234
671	0.01446217496
672	0.01443955014
673	0.01442416182
674	0.01442177949
675	0.01441810295
676	0.01439068927
677	0.01438761314
678	0.01438218533
679	0.01435304063
680	0.01429203743
681	0.01427915403
682	0.01425069167
683	0.01424652803
684	0.01420994892
685	0.01419904101
686	0.01416162234
687	0.01414489532
688	0.01411175767
689	0.01411017853
690	0.01408874072
691	0.01408733651
692	0.01406335084
693	0.01403197906
694	0.01402074285
695	0.01401810107
696	0.01399074583
697	0.0139774454
698	0.01395300716
699	0.01392883934
700	0.01392346078
701	0.01391543844
702	0.01390076823
703	0.01387931001
704	0.01387365198
705	0.01384651125
706	0.01382948295
707	0.01380821114
708	0.01377539857
709	0.01375605951
710	0.01374487602
711	0.01371121963
712	0.01369797078
713	0.01367123273
714	0.01364659417
715	0.01361843809
716	0.01358563537
717	0.01357554926
718	0.01356663749
719	0.01355494455
720	0.01353909831
721	0.0135156727
722	0.01349815011
723	0.01348776906
724	0.01346773971
725	0.01344637826
726	0.01344551075
727	0.01343034986
728	0.01341246988
729	0.01339797862
730	0.01338417784
731	0.01336468097
732	0.01333369513
733	0.01328672104
734	0.01326590631
735	0.01325247074
736	0.0132338716
737	0.01321792279
738	0.01318303908
739	0.01314070392
740	0.01312884165
741	0.01309942532
742	0.01307876162
743	0.01306694754
744	0.01306009839
745	0.01304490671
746	0.01303751622
747	0.01302716321
748	0.01301468814
749	0.01298102903
750	0.01297190364
751	0.01292397811
752	0.01291865569
753	0.01289252734
754	0.01288262841
755	0.01287436418
756	0.01286712345
757	0.01285788512
758	0.01283782386
759	0.01283059569
760	0.01279671033
761	0.01278978656
762	0.01277382826
763	0.01275275366
764	0.01273831235
765	0.01271396047
766	0.01269044085
767	0.01268637483
768	0.01267405848
769	0.01266637588
770	0.01264574503
771	0.01262517673
772	0.01261572375
773	0.01260433951
774	0.01259226494
775	0.01258269062
776	0.01255945846
777	0.01254930787
778	0.01253248571
779	0.01250350255
780	0.01249149532
781	0.01248280777
782	0.01246971141
783	0.01245678602
784	0.01245002933
785	0.01243842947
786	0.01242087879
787	0.01241277074
788	0.01240637783
789	0.01240125339
790	0.01237323981
791	0.01236613857
792	0.01235418921
793	0.01234430769
794	0.01234081307
795	0.01231675619
796	0.01226580089
797	0.01225106863
798	0.01223893763
799	0.01222022285
800	0.01221190023
801	0.01217893486
802	0.01216681835
803	0.01215773966
804	0.01214036221
805	0.01213197342
806	0.01212114406
807	0.01211458499
808	0.01210129414
809	0.01209023392
810	0.01207798223
811	0.01205107989
812	0.01204172351
813	0.0120397375
814	0.01200573275
815	0.01199043193
816	0.01198084148
817	0.01198032177
818	0.01197016532
819	0.01195985873
820	0.01195937853
821	0.01195241622
822	0.01193870574
823	0.01189585195
824	0.01186123877
825	0.01185712289
826	0.01183060015
827	0.01181693291
828	0.01181283798
829	0.01179568734
830	0.01178566051
831	0.01178485362
832	0.01178158092
833	0.01176026723
834	0.01174924511
835	0.01173926831
836	0.0117305224
837	0.01170391355
838	0.01166957229
839	0.01166730454
840	0.01165506675
841	0.01164085094
842	0.01163529377
843	0.01160057612
844	0.01159776026
845	0.01159187829
846	0.01156856814
847	0.01155875285
848	0.0115329388
849	0.01151314874
850	0.01150191888
851	0.01146326753
852	0.01142599394
853	0.01140826544
854	0.01139313228
855	0.01138486408
856	0.01137042514
857	0.01133722932
858	0.01133326045
859	0.01132067798
860	0.01128940988
861	0.01128370582
862	0.01127275892
863	0.01126305118
864	0.01125636407
865	0.01124008696
866	0.01123021441
867	0.01121815441
868	0.01121658165
869	0.01120444854
870	0.01119620607
871	0.01116936395
872	0.01116102779
873	0.01115598622
874	0.01112457696
875	0.01110538403
876	0.0110899797
877	0.01106709553
878	0.01104793296
879	0.0110181754
880	0.01099329859
881	0.01097570962
882	0.01095253777
883	0.010938894
884	0.01092644777
885	0.01090085752
886	0.01088314991
887	0.01087881772
888	0.01087129104
889	0.01086527703
890	0.01084373832
891	0.01083372634
892	0.01082361726
893	0.01081146851
894	0.01081091573
895	0.01080535233
896	0.01078941588
897	0.01077355984
898	0.01076220059
899	0.01076164655
900	0.01076064335
901	0.01075618166
902	0.01074811658
903	0.01073547287
904	0.01072275514
905	0.01068688154
906	0.01067984144
907	0.01067531507
908	0.01066738982
909	0.01066196264
910	0.01065512154
911	0.01064386457
912	0.01061815304
913	0.01060052765
914	0.01059164301
915	0.01056975072
916	0.01054461045
917	0.01052803785
918	0.01051543882
919	0.01050452911
920	0.01049454759
921	0.01047653415
922	0.01047444239
923	0.01045423837
924	0.01044693067
925	0.01043523326
926	0.01041737586
927	0.01040531133
928	0.01038713815
929	0.01037124344
930	0.01035328994
931	0.01035289734
932	0.01034507863
933	0.01033914421
934	0.01032315204
935	0.01031895329
936	0.01029472119
937	0.01027553496
938	0.01025171328
939	0.01024540913
940	0.01024059668
941	0.01022931012
942	0.01022904919
943	0.01022220841
944	0.01021025374
945	0.01020995847
946	0.01019772685
947	0.01019742968
948	0.01018657813
949	0.0101769134
950	0.0101766559
951	0.01015985255
952	0.01014155235
953	0.01011799532
954	0.01011098337
955	0.01010629124
956	0.01009656855
957	0.01008770926
958	0.01008737513
959	0.01006872727
960	0.01005215159
961	0.01005182227
962	0.0100427695
963	0.01002541759
964	0.01001659005
965	0.01000845572
966	0.009991206335
967	0.009978714647
968	0.009978463934
969	0.009965649283
970	0.009950492833
971	0.009938061043
972	0.009920791951
973	0.009908493403
974	0.009888803781
975	0.009887230179
976	0.009866745511
977	0.009840954547
978	0.009830307074
979	0.009818788014
980	0.009800814141
981	0.00978795115
982	0.009780906779
983	0.009767672792
984	0.009755908785
985	0.009748444528
986	0.009738389308
987	0.009720626099
988	0.00970544286
989	0.009694639363
990	0.009691465869
991	0.00968053133
992	0.009676741047
993	0.009668600815
994	0.009657674757
995	0.009657424481
996	0.009645181448
997	0.009639004776
998	0.009626778071
999	0.009622194544
